SKU,Description,Property,Product,Territory,Channel,Sales Type,Units,Price,Return Units,Royalty %,Royalty Pay,MONTH,YEAR,Gross Sales,Returns,Net Units,Net Sales,Royalty Payable
SKU2050,Pen Set,Color-Black,Office Supplies,USA,Online,Reseller,43,45.23,0,0.0368,Paid,11,2024,1944.89,0.0,43,1944.89,71.57
SKU2051,T-Shirt,Wireless,Electronics,Canada,Online,Subscription,121,50.37,6,0.0823,Not Applicable,5,2023,6094.77,302.22,115,5792.55,476.73
SKU2052,Notebook,Style-Modern,Apparel,Asia,Online,Reseller,7,47.55,5,0.0757,Processing,11,2024,332.85,237.75,2,95.1,7.2
SKU2053,Headphones,Color-Black,Furniture,Europe,Distributor,Reseller,11,29.03,9,0.066,Not Applicable,11,2023,319.33,261.27,2,58.06,3.83
SKU2054,Sneakers,Type-Lined,Electronics,USA,Distributor,Direct,112,71.63,8,0.0946,Paid,8,2023,8022.56,573.04,104,7449.52,704.72
SKU2055,Coffee Mug,Size-Medium,Footwear,USA,Online,Reseller,141,56.37,4,0.0121,Processing,1,2023,7948.17,225.48,137,7722.69,93.44
SKU2056,Tablet Case,Fit-10 inch,Office Supplies,Asia,Wholesale,Direct,73,14.09,7,0.0668,Processing,5,2024,1028.57,98.63,66,929.94,62.12
SKU2057,T-Shirt,Style-Modern,Accessories,Asia,Wholesale,Subscription,181,21.41,0,0.0145,Pending,12,2025,3875.21,0.0,181,3875.21,56.19
SKU2058,Sneakers,Size-Medium,Furniture,Canada,Wholesale,Direct,171,98.64,9,0.0841,Not Applicable,8,2023,16867.44,887.76,162,15979.68,1343.89
SKU2059,T-Shirt,Material-Steel,Electronics,Australia,Online,Reseller,44,70.59,3,0.0421,Not Applicable,12,2024,3105.96,211.77,41,2894.19,121.85
SKU2060,Water Bottle,Color-Black,Office Supplies,Australia,Distributor,Subscription,180,5.64,0,0.0918,Paid,3,2024,1015.2,0.0,180,1015.2,93.2
SKU2061,Water Bottle,Size-Large,Electronics,Australia,Wholesale,Reseller,84,91.4,1,0.0402,Pending,5,2025,7677.6,91.4,83,7586.2,304.97
SKU2062,Sneakers,Style-Modern,Stationery,Canada,Distributor,Direct,117,68.25,5,0.0983,Processing,4,2024,7985.25,341.25,112,7644.0,751.41
SKU2063,Sneakers,Material-Steel,Apparel,Europe,Retail,Subscription,180,15.44,7,0.0659,Processing,8,2024,2779.2,108.08,173,2671.12,176.03
SKU2064,Desk Lamp,Style-Modern,Electronics,Australia,Distributor,Direct,31,31.33,0,0.0772,Not Applicable,2,2025,971.23,0.0,31,971.23,74.98
SKU2065,T-Shirt,Style-Modern,Office Supplies,Asia,Online,Direct,23,58.49,6,0.0476,Not Applicable,2,2024,1345.27,350.94,17,994.33,47.33
SKU2066,Pen Set,Wireless,Stationery,Europe,Distributor,Direct,128,36.26,7,0.012,Paid,3,2025,4641.28,253.82,121,4387.46,52.65
SKU2067,Tablet Case,Wireless,Footwear,Europe,Distributor,Direct,56,67.03,2,0.0715,Paid,4,2025,3753.68,134.06,54,3619.62,258.8
SKU2068,Headphones,Color-Black,Home Goods,Australia,Wholesale,Direct,54,95.5,5,0.0375,Processing,3,2023,5157.0,477.5,49,4679.5,175.48
SKU2069,Tablet Case,Wireless,Footwear,Australia,Wholesale,Subscription,163,19.78,6,0.0713,Not Applicable,8,2024,3224.14,118.68,157,3105.46,221.42
SKU2070,Coffee Mug,Size-Large,Apparel,Asia,Online,Subscription,34,14.76,0,0.0326,Processing,7,2023,501.84,0.0,34,501.84,16.36
SKU2071,Tablet Case,Size-Medium,Apparel,Europe,Distributor,Subscription,110,65.81,9,0.0573,Paid,3,2025,7239.1,592.29,101,6646.81,380.86
SKU2072,Desk Lamp,Color-Black,Furniture,Asia,Retail,Direct,114,10.11,2,0.0138,Processing,3,2023,1152.54,20.22,112,1132.32,15.63
SKU2073,Backpack,Wireless,Apparel,Canada,Distributor,Reseller,85,66.68,7,0.0936,Processing,11,2023,5667.8,466.76,78,5201.04,486.82
SKU2074,Notebook,Style-Modern,Apparel,USA,Retail,Subscription,175,40.18,0,0.09,Paid,10,2023,7031.5,0.0,175,7031.5,632.83
SKU2075,Tablet Case,Material-Steel,Electronics,Australia,Distributor,Subscription,21,81.86,1,0.0566,Paid,11,2024,1719.06,81.86,20,1637.2,92.67
SKU2076,Water Bottle,Color-Black,Office Supplies,Australia,Online,Reseller,120,59.69,9,0.0406,Not Applicable,5,2025,7162.8,537.21,111,6625.59,269.0
SKU2077,Desk Lamp,Wireless,Accessories,Canada,Online,Direct,74,15.89,0,0.0854,Not Applicable,1,2025,1175.86,0.0,74,1175.86,100.42
SKU2078,T-Shirt,Size-Medium,Home Goods,USA,Wholesale,Subscription,197,18.91,5,0.053,Not Applicable,2,2024,3725.27,94.55,192,3630.72,192.43
SKU2079,Pen Set,Wireless,Electronics,Australia,Wholesale,Direct,108,22.7,6,0.0913,Pending,10,2024,2451.6,136.2,102,2315.4,211.4
SKU2080,Tablet Case,Size-Medium,Accessories,Australia,Retail,Subscription,109,38.09,8,0.0848,Processing,8,2025,4151.81,304.72,101,3847.09,326.23
SKU2081,Backpack,Size-Medium,Footwear,USA,Online,Direct,35,45.48,5,0.0237,Paid,11,2023,1591.8,227.4,30,1364.4,32.34
SKU2082,Desk Lamp,Size-Large,Footwear,Australia,Online,Direct,163,16.92,7,0.0147,Processing,3,2023,2757.96,118.44,156,2639.52,38.8
SKU2083,Water Bottle,Material-Steel,Stationery,Europe,Retail,Reseller,101,89.79,6,0.0849,Not Applicable,12,2024,9068.79,538.74,95,8530.05,724.2
SKU2084,Sneakers,Size-9,Footwear,Europe,Wholesale,Direct,198,9.1,6,0.0408,Paid,9,2024,1801.8,54.6,192,1747.2,71.29
SKU2085,Notebook,Style-Modern,Home Goods,Asia,Online,Direct,198,48.37,9,0.069,Paid,11,2025,9577.26,435.33,189,9141.93,630.79
SKU2086,T-Shirt,Type-Lined,Electronics,USA,Wholesale,Reseller,150,91.24,8,0.0995,Pending,4,2024,13686.0,729.92,142,12956.08,1289.13
SKU2087,Desk Lamp,Color-Blue,Stationery,Asia,Online,Direct,52,20.46,7,0.0912,Pending,1,2023,1063.92,143.22,45,920.7,83.97
SKU2088,Headphones,Size-9,Furniture,Europe,Distributor,Direct,63,69.76,6,0.0823,Not Applicable,8,2025,4394.88,418.56,57,3976.32,327.25
SKU2089,Tablet Case,Type-Lined,Apparel,Australia,Retail,Reseller,147,96.89,6,0.0935,Paid,7,2023,14242.83,581.34,141,13661.49,1277.35
SKU2090,Headphones,Color-Blue,Home Goods,Canada,Wholesale,Reseller,173,33.16,1,0.0692,Pending,2,2025,5736.68,33.16,172,5703.52,394.68
SKU2091,Tablet Case,Size-Medium,Apparel,Europe,Wholesale,Reseller,68,5.42,9,0.0398,Not Applicable,6,2024,368.56,48.78,59,319.78,12.73
SKU2092,Water Bottle,Size-Large,Electronics,Europe,Retail,Reseller,100,16.26,5,0.0343,Processing,9,2024,1626.0,81.3,95,1544.7,52.98
SKU2093,Tablet Case,Size-Medium,Home Goods,USA,Distributor,Subscription,160,98.35,3,0.0962,Processing,12,2025,15736.0,295.05,157,15440.95,1485.42
SKU2094,Pen Set,Size-9,Electronics,Canada,Online,Reseller,37,74.59,2,0.0384,Processing,5,2024,2759.83,149.18,35,2610.65,100.25
SKU2095,Water Bottle,Color-Black,Furniture,USA,Online,Direct,46,14.29,8,0.0788,Paid,8,2025,657.34,114.32,38,543.02,42.79
SKU2096,Headphones,Style-Modern,Home Goods,Asia,Online,Subscription,13,80.74,0,0.0234,Pending,5,2025,1049.62,0.0,13,1049.62,24.56
SKU2097,Water Bottle,Wireless,Apparel,Australia,Wholesale,Reseller,165,6.2,1,0.0837,Processing,7,2025,1023.0,6.2,164,1016.8,85.11
SKU2098,T-Shirt,Wireless,Apparel,Europe,Distributor,Direct,116,22.98,5,0.0986,Pending,9,2025,2665.68,114.9,111,2550.78,251.51
SKU2099,Backpack,Color-Blue,Office Supplies,Canada,Retail,Reseller,144,18.0,8,0.0491,Not Applicable,4,2024,2592.0,144.0,136,2448.0,120.2
SKU2100,Coffee Mug,Color-Black,Apparel,USA,Wholesale,Direct,79,67.31,0,0.0819,Processing,2,2024,5317.49,0.0,79,5317.49,435.5
SKU2101,Sneakers,Type-Lined,Home Goods,USA,Distributor,Reseller,172,5.49,3,0.0145,Pending,9,2025,944.28,16.47,169,927.81,13.45
SKU2102,Headphones,Size-9,Accessories,USA,Distributor,Reseller,21,67.0,0,0.0819,Processing,1,2023,1407.0,0.0,21,1407.0,115.23
SKU2103,Backpack,Type-Lined,Accessories,Canada,Online,Direct,82,82.67,8,0.0319,Not Applicable,8,2025,6778.94,661.36,74,6117.58,195.15
SKU2104,Pen Set,Color-Black,Stationery,Australia,Retail,Direct,58,15.15,0,0.0818,Processing,1,2024,878.7,0.0,58,878.7,71.88
SKU2105,Water Bottle,Size-Large,Office Supplies,Canada,Retail,Direct,25,33.01,1,0.0637,Pending,2,2024,825.25,33.01,24,792.24,50.47
SKU2106,Desk Lamp,Size-9,Apparel,Europe,Distributor,Direct,29,9.92,8,0.026,Processing,1,2025,287.68,79.36,21,208.32,5.42
SKU2107,Notebook,Fit-10 inch,Electronics,Australia,Wholesale,Reseller,35,14.7,8,0.0219,Not Applicable,10,2025,514.5,117.6,27,396.9,8.69
SKU2108,Tablet Case,Size-9,Furniture,Australia,Wholesale,Subscription,154,68.45,2,0.0212,Pending,2,2025,10541.3,136.9,152,10404.4,220.57
SKU2109,Water Bottle,Fit-10 inch,Furniture,Europe,Distributor,Reseller,163,30.79,4,0.0501,Pending,9,2025,5018.77,123.16,159,4895.61,245.27
SKU2110,T-Shirt,Size-Large,Office Supplies,Europe,Online,Direct,181,37.3,4,0.0917,Paid,1,2023,6751.3,149.2,177,6602.1,605.41
SKU2111,Coffee Mug,Size-Large,Apparel,Europe,Wholesale,Direct,129,41.33,8,0.0145,Not Applicable,3,2025,5331.57,330.64,121,5000.93,72.51
SKU2112,Pen Set,Color-Blue,Furniture,USA,Distributor,Reseller,153,95.3,1,0.0654,Not Applicable,10,2023,14580.9,95.3,152,14485.6,947.36
SKU2113,Tablet Case,Type-Lined,Electronics,USA,Online,Direct,91,36.48,2,0.0728,Pending,10,2023,3319.68,72.96,89,3246.72,236.36
SKU2114,Coffee Mug,Style-Modern,Home Goods,USA,Retail,Reseller,109,45.37,2,0.0358,Pending,11,2024,4945.33,90.74,107,4854.59,173.79
SKU2115,T-Shirt,Color-Black,Apparel,Canada,Retail,Direct,38,12.61,6,0.0517,Pending,6,2025,479.18,75.66,32,403.52,20.86
SKU2116,Headphones,Fit-10 inch,Apparel,Asia,Distributor,Reseller,7,56.89,3,0.0948,Paid,5,2024,398.23,170.67,4,227.56,21.57
SKU2117,Pen Set,Size-Large,Accessories,Australia,Distributor,Direct,103,16.13,2,0.0278,Pending,2,2023,1661.39,32.26,101,1629.13,45.29
SKU2118,Headphones,Style-Modern,Home Goods,Australia,Wholesale,Direct,57,19.5,6,0.0216,Not Applicable,8,2025,1111.5,117.0,51,994.5,21.48
SKU2119,Pen Set,Color-Blue,Stationery,Asia,Distributor,Subscription,154,42.05,8,0.0744,Not Applicable,1,2023,6475.7,336.4,146,6139.3,456.76
SKU2120,Sneakers,Wireless,Home Goods,Canada,Distributor,Reseller,195,69.43,2,0.0377,Processing,2,2024,13538.85,138.86,193,13399.99,505.18
SKU2121,Pen Set,Color-Black,Accessories,USA,Distributor,Subscription,192,24.49,2,0.0638,Pending,2,2024,4702.08,48.98,190,4653.1,296.87
SKU2122,Coffee Mug,Color-Blue,Apparel,USA,Wholesale,Reseller,129,9.36,2,0.0532,Paid,2,2023,1207.44,18.72,127,1188.72,63.24
SKU2123,Backpack,Fit-10 inch,Footwear,Asia,Online,Reseller,60,53.64,8,0.0573,Paid,1,2023,3218.4,429.12,52,2789.28,159.83
SKU2124,Coffee Mug,Size-Large,Apparel,Australia,Retail,Reseller,99,43.36,9,0.0458,Processing,1,2024,4292.64,390.24,90,3902.4,178.73
SKU2125,Backpack,Color-Blue,Electronics,Asia,Retail,Subscription,53,22.95,4,0.0519,Pending,8,2024,1216.35,91.8,49,1124.55,58.36
SKU2126,Sneakers,Color-Blue,Accessories,Australia,Online,Direct,36,39.6,2,0.0542,Not Applicable,4,2025,1425.6,79.2,34,1346.4,72.97
SKU2127,Notebook,Size-Large,Stationery,Europe,Distributor,Subscription,51,70.42,4,0.0733,Not Applicable,4,2024,3591.42,281.68,47,3309.74,242.6
SKU2128,Water Bottle,Size-Medium,Stationery,Canada,Wholesale,Subscription,191,40.25,7,0.0356,Paid,5,2024,7687.75,281.75,184,7406.0,263.65
SKU2129,Pen Set,Style-Modern,Electronics,Canada,Online,Direct,103,54.28,3,0.0231,Processing,12,2024,5590.84,162.84,100,5428.0,125.39
SKU2130,Pen Set,Size-Medium,Office Supplies,Australia,Online,Reseller,106,16.34,7,0.0712,Not Applicable,8,2023,1732.04,114.38,99,1617.66,115.18
SKU2131,Headphones,Size-9,Stationery,Europe,Wholesale,Reseller,62,18.7,6,0.0434,Processing,6,2024,1159.4,112.2,56,1047.2,45.45
SKU2132,Desk Lamp,Material-Steel,Home Goods,Asia,Online,Reseller,127,24.71,2,0.063,Not Applicable,4,2025,3138.17,49.42,125,3088.75,194.59
SKU2133,T-Shirt,Material-Steel,Accessories,Europe,Online,Direct,49,59.34,1,0.0747,Not Applicable,1,2023,2907.66,59.34,48,2848.32,212.77
SKU2134,Pen Set,Color-Blue,Office Supplies,USA,Wholesale,Direct,137,67.21,5,0.0403,Processing,5,2024,9207.77,336.05,132,8871.72,357.53
SKU2135,Tablet Case,Size-Large,Electronics,Europe,Retail,Reseller,69,68.41,2,0.0692,Not Applicable,2,2024,4720.29,136.82,67,4583.47,317.18
SKU2136,Headphones,Color-Black,Footwear,Europe,Retail,Subscription,119,53.62,2,0.0335,Paid,2,2023,6380.78,107.24,117,6273.54,210.16
SKU2137,Sneakers,Size-Medium,Apparel,Europe,Online,Subscription,25,10.85,8,0.098,Processing,7,2024,271.25,86.8,17,184.45,18.08
SKU2138,Notebook,Size-Medium,Accessories,Europe,Retail,Reseller,59,11.85,2,0.0107,Processing,7,2025,699.15,23.7,57,675.45,7.23
SKU2139,T-Shirt,Style-Modern,Footwear,Canada,Retail,Direct,192,52.65,1,0.0587,Not Applicable,12,2024,10108.8,52.65,191,10056.15,590.3
SKU2140,T-Shirt,Size-Medium,Apparel,Asia,Wholesale,Subscription,115,37.98,1,0.0211,Not Applicable,1,2025,4367.7,37.98,114,4329.72,91.36
SKU2141,Pen Set,Color-Black,Home Goods,Canada,Wholesale,Direct,122,11.92,3,0.0552,Not Applicable,8,2024,1454.24,35.76,119,1418.48,78.3
SKU2142,Tablet Case,Color-Blue,Home Goods,Canada,Distributor,Reseller,93,12.48,1,0.0835,Processing,11,2024,1160.64,12.48,92,1148.16,95.87
SKU2143,T-Shirt,Style-Modern,Office Supplies,USA,Wholesale,Subscription,145,69.41,9,0.049,Processing,9,2024,10064.45,624.69,136,9439.76,462.55
SKU2144,Sneakers,Material-Steel,Office Supplies,USA,Distributor,Subscription,15,37.84,9,0.0628,Processing,4,2023,567.6,340.56,6,227.04,14.26
SKU2145,Coffee Mug,Fit-10 inch,Home Goods,USA,Wholesale,Subscription,39,42.71,0,0.0555,Not Applicable,3,2023,1665.69,0.0,39,1665.69,92.45
SKU2146,Coffee Mug,Size-Medium,Footwear,USA,Distributor,Reseller,52,15.72,8,0.0452,Pending,8,2023,817.44,125.76,44,691.68,31.26
SKU2147,T-Shirt,Size-Medium,Furniture,Europe,Distributor,Reseller,70,73.51,8,0.0373,Paid,6,2024,5145.7,588.08,62,4557.62,170.0
SKU2148,Water Bottle,Color-Blue,Home Goods,Canada,Online,Direct,136,32.63,4,0.0567,Not Applicable,6,2025,4437.68,130.52,132,4307.16,244.22
SKU2149,Water Bottle,Style-Modern,Apparel,Europe,Online,Direct,130,53.39,3,0.0708,Processing,8,2025,6940.7,160.17,127,6780.53,480.06
SKU2150,Backpack,Fit-10 inch,Electronics,Canada,Retail,Subscription,146,67.97,6,0.0118,Paid,10,2023,9923.62,407.82,140,9515.8,112.29
SKU2151,Coffee Mug,Type-Lined,Apparel,Asia,Wholesale,Subscription,152,16.57,1,0.0968,Processing,7,2023,2518.64,16.57,151,2502.07,242.2
SKU2152,Tablet Case,Type-Lined,Office Supplies,Australia,Wholesale,Reseller,109,66.75,0,0.0169,Not Applicable,2,2025,7275.75,0.0,109,7275.75,122.96
SKU2153,Water Bottle,Size-9,Electronics,Europe,Wholesale,Reseller,163,22.32,8,0.0832,Paid,2,2023,3638.16,178.56,155,3459.6,287.84
SKU2154,Headphones,Fit-10 inch,Apparel,Europe,Retail,Direct,168,44.02,9,0.0669,Pending,9,2024,7395.36,396.18,159,6999.18,468.25
SKU2155,Tablet Case,Color-Blue,Electronics,USA,Distributor,Direct,133,17.35,0,0.0647,Pending,3,2025,2307.55,0.0,133,2307.55,149.3
SKU2156,Desk Lamp,Fit-10 inch,Apparel,USA,Retail,Reseller,108,85.71,4,0.0191,Processing,4,2023,9256.68,342.84,104,8913.84,170.25
SKU2157,Desk Lamp,Size-9,Furniture,Europe,Online,Subscription,133,22.73,4,0.0962,Paid,6,2023,3023.09,90.92,129,2932.17,282.07
SKU2158,Tablet Case,Material-Steel,Accessories,Europe,Wholesale,Reseller,6,92.17,1,0.041,Processing,8,2023,553.02,92.17,5,460.85,18.89
SKU2159,Backpack,Material-Steel,Home Goods,USA,Wholesale,Reseller,114,21.95,2,0.0924,Pending,12,2023,2502.3,43.9,112,2458.4,227.16
SKU2160,Headphones,Style-Modern,Furniture,Asia,Online,Direct,21,36.21,8,0.0495,Pending,8,2023,760.41,289.68,13,470.73,23.3
SKU2161,Water Bottle,Color-Black,Accessories,USA,Distributor,Direct,14,55.16,7,0.0307,Not Applicable,4,2025,772.24,386.12,7,386.12,11.85
SKU2162,Pen Set,Color-Black,Stationery,Canada,Retail,Direct,43,32.2,6,0.0512,Paid,2,2023,1384.6,193.2,37,1191.4,61.0
SKU2163,Backpack,Color-Blue,Home Goods,Canada,Online,Subscription,19,15.47,4,0.0601,Processing,7,2023,293.93,61.88,15,232.05,13.95
SKU2164,Desk Lamp,Color-Black,Stationery,USA,Distributor,Subscription,54,91.96,0,0.0574,Pending,6,2023,4965.84,0.0,54,4965.84,285.04
SKU2165,Water Bottle,Type-Lined,Footwear,Canada,Distributor,Reseller,86,96.4,1,0.0773,Paid,8,2024,8290.4,96.4,85,8194.0,633.4
SKU2166,Water Bottle,Color-Black,Furniture,Australia,Wholesale,Subscription,29,34.18,5,0.0129,Pending,11,2025,991.22,170.9,24,820.32,10.58
SKU2167,Water Bottle,Size-9,Apparel,Asia,Distributor,Reseller,24,35.95,8,0.0998,Pending,11,2023,862.8,287.6,16,575.2,57.4
SKU2168,Notebook,Style-Modern,Home Goods,USA,Wholesale,Direct,54,89.0,7,0.0187,Processing,2,2024,4806.0,623.0,47,4183.0,78.22
SKU2169,Coffee Mug,Type-Lined,Office Supplies,Asia,Distributor,Subscription,125,30.42,4,0.0482,Processing,11,2023,3802.5,121.68,121,3680.82,177.42
SKU2170,Sneakers,Style-Modern,Apparel,Canada,Distributor,Subscription,112,90.58,6,0.036,Pending,11,2025,10144.96,543.48,106,9601.48,345.65
SKU2171,T-Shirt,Fit-10 inch,Accessories,Canada,Wholesale,Subscription,15,38.73,6,0.0316,Processing,5,2025,580.95,232.38,9,348.57,11.01
SKU2172,Headphones,Color-Black,Footwear,Asia,Wholesale,Subscription,5,16.79,6,0.0775,Paid,2,2023,83.95,100.74,-1,-16.79,-1.3
SKU2173,Tablet Case,Color-Black,Electronics,Australia,Retail,Direct,95,75.64,2,0.0797,Paid,4,2023,7185.8,151.28,93,7034.52,560.65
SKU2174,Pen Set,Size-Large,Furniture,USA,Retail,Reseller,28,91.41,3,0.0823,Paid,9,2025,2559.48,274.23,25,2285.25,188.08
SKU2175,Sneakers,Wireless,Furniture,Canada,Wholesale,Reseller,16,45.53,6,0.077,Pending,10,2024,728.48,273.18,10,455.3,35.06
SKU2176,Tablet Case,Material-Steel,Electronics,Canada,Distributor,Subscription,165,91.16,7,0.0387,Pending,6,2025,15041.4,638.12,158,14403.28,557.41
SKU2177,Pen Set,Type-Lined,Apparel,Asia,Retail,Subscription,24,32.59,5,0.0951,Not Applicable,7,2025,782.16,162.95,19,619.21,58.89
SKU2178,Desk Lamp,Wireless,Home Goods,Asia,Retail,Direct,69,33.54,1,0.0175,Processing,4,2024,2314.26,33.54,68,2280.72,39.91
SKU2179,Coffee Mug,Fit-10 inch,Office Supplies,Europe,Distributor,Direct,132,89.13,5,0.0315,Not Applicable,11,2025,11765.16,445.65,127,11319.51,356.56
SKU2180,Sneakers,Material-Steel,Electronics,Canada,Wholesale,Subscription,92,66.25,2,0.0747,Paid,9,2023,6095.0,132.5,90,5962.5,445.4
SKU2181,Notebook,Size-Large,Home Goods,Europe,Online,Reseller,3,75.56,8,0.0661,Pending,5,2023,226.68,604.48,-5,-377.8,-24.97
SKU2182,Headphones,Fit-10 inch,Electronics,Canada,Wholesale,Direct,145,8.78,9,0.0384,Paid,6,2024,1273.1,79.02,136,1194.08,45.85
SKU2183,Coffee Mug,Type-Lined,Electronics,Canada,Distributor,Direct,25,18.67,9,0.0835,Not Applicable,6,2023,466.75,168.03,16,298.72,24.94
SKU2184,Headphones,Style-Modern,Accessories,Canada,Online,Subscription,198,65.31,4,0.0262,Processing,11,2023,12931.38,261.24,194,12670.14,331.96
SKU2185,Pen Set,Size-9,Home Goods,Canada,Retail,Subscription,52,12.09,2,0.0401,Not Applicable,10,2024,628.68,24.18,50,604.5,24.24
SKU2186,Headphones,Size-Large,Furniture,USA,Distributor,Subscription,138,81.17,1,0.0834,Not Applicable,11,2024,11201.46,81.17,137,11120.29,927.43
SKU2187,Desk Lamp,Size-9,Apparel,Europe,Distributor,Reseller,15,61.2,4,0.0239,Not Applicable,1,2025,918.0,244.8,11,673.2,16.09
SKU2188,Notebook,Color-Black,Apparel,USA,Online,Subscription,98,56.03,8,0.0664,Not Applicable,5,2024,5490.94,448.24,90,5042.7,334.84
SKU2189,Desk Lamp,Color-Black,Apparel,Asia,Online,Reseller,56,73.61,8,0.0411,Not Applicable,2,2024,4122.16,588.88,48,3533.28,145.22
SKU2190,Backpack,Fit-10 inch,Apparel,USA,Retail,Subscription,155,58.98,2,0.0448,Pending,11,2024,9141.9,117.96,153,9023.94,404.27
SKU2191,Notebook,Type-Lined,Furniture,Australia,Distributor,Reseller,57,66.03,1,0.0215,Not Applicable,7,2023,3763.71,66.03,56,3697.68,79.5
SKU2192,Notebook,Wireless,Furniture,Canada,Retail,Reseller,4,95.61,7,0.0513,Paid,3,2024,382.44,669.27,-3,-286.83,-14.71
SKU2193,Pen Set,Type-Lined,Apparel,Europe,Distributor,Reseller,108,13.86,3,0.0663,Paid,3,2023,1496.88,41.58,105,1455.3,96.49
SKU2194,Headphones,Material-Steel,Home Goods,Europe,Online,Direct,10,26.05,5,0.0764,Not Applicable,4,2025,260.5,130.25,5,130.25,9.95
SKU2195,Tablet Case,Size-Medium,Electronics,USA,Wholesale,Subscription,113,89.25,3,0.0495,Paid,9,2023,10085.25,267.75,110,9817.5,485.97
SKU2196,Headphones,Color-Blue,Home Goods,Canada,Online,Subscription,54,80.57,7,0.065,Paid,9,2024,4350.78,563.99,47,3786.79,246.14
SKU2197,T-Shirt,Color-Blue,Apparel,Europe,Online,Subscription,34,32.67,5,0.0669,Paid,2,2025,1110.78,163.35,29,947.43,63.38
SKU2198,Sneakers,Size-9,Stationery,Europe,Wholesale,Subscription,53,23.1,9,0.043,Processing,1,2024,1224.3,207.9,44,1016.4,43.71
SKU2199,Tablet Case,Material-Steel,Electronics,Europe,Online,Direct,147,36.9,5,0.0492,Paid,2,2023,5424.3,184.5,142,5239.8,257.8
SKU2200,Backpack,Type-Lined,Accessories,Canada,Online,Direct,125,45.56,6,0.0258,Processing,10,2025,5695.0,273.36,119,5421.64,139.88
SKU2201,Sneakers,Color-Blue,Furniture,Canada,Online,Direct,191,97.44,1,0.0141,Processing,11,2023,18611.04,97.44,190,18513.6,261.04
SKU2202,Coffee Mug,Size-Medium,Stationery,Canada,Online,Reseller,59,59.33,4,0.07,Not Applicable,9,2025,3500.47,237.32,55,3263.15,228.42
SKU2203,Backpack,Style-Modern,Furniture,Asia,Wholesale,Direct,134,58.21,7,0.0628,Paid,2,2023,7800.14,407.47,127,7392.67,464.26
SKU2204,Headphones,Size-9,Office Supplies,Europe,Online,Subscription,68,47.89,6,0.0267,Processing,6,2025,3256.52,287.34,62,2969.18,79.28
SKU2205,T-Shirt,Fit-10 inch,Office Supplies,Europe,Wholesale,Reseller,11,43.09,6,0.0873,Not Applicable,11,2024,473.99,258.54,5,215.45,18.81
SKU2206,Headphones,Color-Black,Stationery,Australia,Distributor,Direct,112,52.49,4,0.0422,Not Applicable,5,2025,5878.88,209.96,108,5668.92,239.23
SKU2207,Notebook,Color-Blue,Accessories,Asia,Wholesale,Subscription,123,20.42,7,0.0108,Not Applicable,5,2023,2511.66,142.94,116,2368.72,25.58
SKU2208,Headphones,Wireless,Footwear,USA,Wholesale,Reseller,69,30.6,4,0.0534,Not Applicable,1,2024,2111.4,122.4,65,1989.0,106.21
SKU2209,Pen Set,Color-Blue,Footwear,Europe,Distributor,Reseller,36,9.72,8,0.0706,Pending,4,2023,349.92,77.76,28,272.16,19.21
SKU2210,Coffee Mug,Style-Modern,Furniture,Europe,Retail,Subscription,142,43.09,8,0.0218,Paid,7,2024,6118.78,344.72,134,5774.06,125.87
SKU2211,Sneakers,Style-Modern,Stationery,Australia,Online,Reseller,76,10.11,7,0.0501,Pending,2,2025,768.36,70.77,69,697.59,34.95
SKU2212,Desk Lamp,Color-Blue,Home Goods,Australia,Wholesale,Direct,14,8.3,7,0.0486,Processing,8,2024,116.2,58.1,7,58.1,2.82
SKU2213,Headphones,Size-Medium,Furniture,Asia,Online,Reseller,103,36.3,3,0.025,Processing,4,2023,3738.9,108.9,100,3630.0,90.75
SKU2214,Backpack,Size-Large,Footwear,Australia,Online,Subscription,17,72.02,7,0.032,Not Applicable,1,2023,1224.34,504.14,10,720.2,23.05
SKU2215,Headphones,Wireless,Accessories,Australia,Online,Direct,131,95.25,7,0.0135,Processing,7,2023,12477.75,666.75,124,11811.0,159.45
SKU2216,Coffee Mug,Color-Black,Stationery,Europe,Retail,Subscription,74,70.17,6,0.0122,Not Applicable,1,2023,5192.58,421.02,68,4771.56,58.21
SKU2217,Sneakers,Fit-10 inch,Accessories,Europe,Distributor,Direct,26,80.39,9,0.0927,Not Applicable,7,2025,2090.14,723.51,17,1366.63,126.69
SKU2218,Sneakers,Color-Blue,Office Supplies,Canada,Distributor,Subscription,181,96.84,2,0.0525,Paid,7,2025,17528.04,193.68,179,17334.36,910.05
SKU2219,Sneakers,Size-Medium,Accessories,Canada,Retail,Reseller,136,71.96,0,0.0968,Pending,12,2025,9786.56,0.0,136,9786.56,947.34
SKU2220,Notebook,Size-9,Footwear,Europe,Distributor,Reseller,193,16.92,5,0.0231,Paid,1,2024,3265.56,84.6,188,3180.96,73.48
SKU2221,Backpack,Fit-10 inch,Office Supplies,Canada,Wholesale,Reseller,159,96.59,6,0.0399,Pending,1,2024,15357.81,579.54,153,14778.27,589.65
SKU2222,Tablet Case,Size-9,Office Supplies,Europe,Wholesale,Subscription,161,91.19,3,0.0464,Processing,12,2024,14681.59,273.57,158,14408.02,668.53
SKU2223,Coffee Mug,Size-Medium,Office Supplies,Australia,Wholesale,Subscription,28,51.83,5,0.0576,Paid,4,2023,1451.24,259.15,23,1192.09,68.66
